Name,Reference,Issue status,Item number,Number,Warehouse,Quantity,Site,Column4,Column1,Column2,Column3
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PPN150200M7100,VSDO17000404,SW-LAA,-210,VNG-S,บุญเรืองเฟอร์ฯ โคราช - ใบชั่วคราว,2017-09-16,2017-09-12,คุณวัชรชัย
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PPN150200M6701,VSDO17000404,SW-LAA,-140,VNG-S,บุญเรืองเฟอร์ฯ โคราช - ใบชั่วคราว,2017-09-16,2017-09-12,คุณวัชรชัย
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PPN150200M5400,VSDO17000404,SW-LAA,-70,VNG-S,บุญเรืองเฟอร์ฯ โคราช - ใบชั่วคราว,2017-09-16,2017-09-12,คุณวัชรชัย
บริษัท เอส.บี.อุตสาหกรรมเครื่องเรือน จำกัด,Sales order,On order,1PB01GG160012302450,VSDP17004571,SW-LPA,-910,VNG-S,บางบัวทอง,2017-09-14,2017-09-12,คุณดำรงศักดิ์
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PPN150200M9000,VSDO17000404,SW-LAA,-70,VNG-S,บุญเรืองเฟอร์ฯ โคราช - ใบชั่วคราว,2017-09-16,2017-09-12,คุณวัชรชัย
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004573,SW-LPA,-70,VNG-S,ส่ง ดูโฮม รังสิตคลอง7 สาขาพระราม2,2017-09-13,2017-09-12,คุณวัชรชัย
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG090012302450,VSDP17004574,SW-LPA,-220,VNG-S,ส่งดูโฮม รังสิตคลอง 7 สาขา ขอนแก่น ติดบาร์โค้ดทุกตั้ง,2017-09-13,2017-09-12,คุณวัชรชัย
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG120012302450,VSDP17004575,SW-LPA,-170,VNG-S,ส่ง ดูโฮม รังสิตคลอง 7 (สาขา อุดรธานี),2017-09-13,2017-09-12,คุณวัชรชัย
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PM2025200A7100,VSDO17000405,SW-LAA,-335,VNG-S,บุญเรืองเฟอร์ฯ โคราช - ใบชั่วคราว,2017-09-16,2017-09-12,คุณวัชรชัย
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004576,SW-LPA,-210,VNG-S,ส่ง ดูโฮม รังสิตคลอง 7 (สาขา โคราช),2017-09-13,2017-09-12,คุณวัชรชัย
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004577,SW-LPA,-70,VNG-S,ส่งดูโฮม รังสิตคลอง 7 สาขา รังสิตคลอง 7  ติดบาร์โค้ดทุกตั้ง,2017-09-13,2017-09-12,คุณวัชรชัย
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG090012302450,VSDP17004579,SW-LPA,-110,VNG-S,รับเอง ดูโฮม สาขาอุบล ติดบาร์โค้ตทุกตั้ง (ใบชั่วคราว),2017-09-12,2017-09-12,คุณวัชรชัย
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004582,SW-LPA,"-1,050.00",VNG-S,รับเอง ทองเลื่อนมัลติเฟอร์ *ใช้ใบชั่วคราว*,2017-09-12,2017-09-12,คุณวัชรชัย
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,1PB01GG160012302450,VSDP17004588,SW-LPA,-845,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-12,2017-09-12,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,1PB01S4090012302450,VSDP17004589,SW-LPA,-110,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-13,2017-09-12,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,1PB01GG190012302450,VSDP17004589,SW-LPA,-715,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-13,2017-09-12,คุณไกรฤกษ์
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,1PB02NG090012302450,VSDP17004591,SW-LPA,-220,VNG-S,โกดังสยามวู๊ด,2017-09-12,2017-09-12,คุณวิรัช
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,1PB01GG120012302450,VSDP17004592,SW-LPA,"-1,190.00",VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-14,2017-09-12,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,1PB01GG160012302450,VSDP17004593,SW-LPA,-195,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-14,2017-09-12,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,1PB01GG160012302450,VSDP17004593,SW-LPA,-715,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-14,2017-09-12,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,1PB01GG160012302150,VSDP17004594,SW-LPA,"-1,040.00",VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-15,2017-09-12,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,1PB01GG190012302150,VSDP17004595,SW-LPA,-880,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-15,2017-09-12,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,1PB01GG120012302050,VSDP17004596,SW-LPA,"-1,445.00",VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-16,2017-09-12,คุณไกรฤกษ์
บริษัท เอส.บี.อุตสาหกรรมเครื่องเรือน จำกัด,Sales order,On order,1PB01GG160012302450,VSDP17004597,SW-LPA,-910,VNG-S,บางบัวทอง,2017-09-25,2017-09-12,คุณดำรงศักดิ์
บริษัท เอส.บี.อุตสาหกรรมเครื่องเรือน จำกัด,Sales order,On order,1PB01GG160012302450,VSDP17004598,SW-LPA,-910,VNG-S,บางบัวทอง,2017-09-27,2017-09-12,คุณดำรงศักดิ์
บริษัท เอส.บี.อุตสาหกรรมเครื่องเรือน จำกัด,Sales order,On order,1PB01GG250012302450,VSDP17004599,SW-LPA,-630,VNG-S,บางบัวทอง,2017-09-27,2017-09-12,คุณดำรงศักดิ์
บริษัท เอส.บี.อุตสาหกรรมเครื่องเรือน จำกัด,Sales order,On order,1PB01GG120012302450,VSDP17004600,SW-LPA,"-1,190.00",VNG-S,บางบัวทอง,2017-09-28,2017-09-12,คุณดำรงศักดิ์
บริษัท เอส.บี.อุตสาหกรรมเครื่องเรือน จำกัด,Sales order,On order,1PB01GG120012302050,VSDP17004601,SW-LPA,"-1,445.00",VNG-S,บางบัวทอง,2017-09-29,2017-09-12,คุณดำรงศักดิ์
บริษัท ฟลอร์เอฟเวอร์ จำกัด,Sales order,On order,2F20892051GGA30611BO,VSDF17001627,SW-LFA,"-8,640.00",VNG-S,โครงการ LV ราษฎร์บูรณะ-ริเวอร์วิว2,2017-09-25,2017-09-13,คุณสันติ์สิทธิ์
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,1PB02NG090012302450,VSDP17004602,SW-LPA,-110,VNG-S,TMP - เช้า ๆๆๆๆ,2017-09-14,2017-09-13,คุณวัชรชัย
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,1PB02NG090012302450,VSDP17004602,SW-LPA,"-1,540.00",VNG-S,TMP - เช้า ๆๆๆๆ,2017-09-14,2017-09-13,คุณวัชรชัย
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,1PB01GG160012301840,VSDP17004604,SW-LPA,-585,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-14,2017-09-13,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,1PB01GG160012301840,VSDP17004604,SW-LPA,-650,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-14,2017-09-13,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,1PB01GG160012302450,VSDP17004605,SW-LPA,-130,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-14,2017-09-13,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,1PB01GG160012302450,VSDP17004605,SW-LPA,-780,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-14,2017-09-13,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,1PB01GG160012302150,VSDP17004606,SW-LPA,-390,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-14,2017-09-13,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,1PB01GG190012302150,VSDP17004606,SW-LPA,-550,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-14,2017-09-13,คุณไกรฤกษ์
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,1PB01GG150012302450,VSDP17004607,SW-LPA,-350,VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),2017-09-14,2017-09-13,คุณสุภาพ
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,1PB01GG150012302450,VSDP17004607,SW-LPA,-350,VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),2017-09-14,2017-09-13,คุณสุภาพ
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,1PB01GG120012302450,VSDP17004608,SW-LPA,-850,VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),2017-09-13,2017-09-13,คุณสุภาพ
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,1PB02FS120012302450,VSDP17004609,SW-LPA,-850,VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),2017-09-13,2017-09-13,คุณสุภาพ
บริษัท เอช.ที.บอร์ด จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004611,SW-LPA,-70,VNG-S,H.T.บอร์ด (ชลบุรี) + MDF+ไม้พื้นลามิเน็ต-ใบชั่วคราว,2017-09-15,2017-09-13,คุณวัชรชัย
