Name,Reference,Issue status,Item number,Number,Warehouse,Quantity,Site,,,,
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,4MBP2FS090012302450,VSDS17000585,SW-LMA,-220,VNG-S,TMP - เช้า ๆๆๆๆ,2017-06-02,2017-06-01,คุณวัชรชัย
บริษัท ทรัพย์ลีลา จำกัด,Sales order,On order,4MBP2FS060012302450,VSDS17000586,SW-LMA,-165,VNG-S,ทรัพย์ลีลา **รอเซลส์แจ้งส่ง**,2017-06-01,2017-06-01,คุณวิรัช
บริษัท เมเจอร์ แปลน จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002897,SW-LPA,-140,VNG-S,เมโทรพูลทรัพย์ - ใบชั่วคราว,2017-06-02,2017-06-01,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB01GG160012302450,VSDP17002901,SW-LPA,-65,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-06-02,2017-06-01,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB01GG160012302450,VSDP17002902,SW-LPA,-65,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-06-06,2017-06-01,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB01GG160012302450,VSDP17002903,SW-LPA,-65,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-06-13,2017-06-01,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002907,SW-LPA,-140,VNG-S,ส่งดีดี-ไทรน้อย ใบชั่วคราว,2017-06-03,2017-06-01,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002908,SW-LPA,-140,VNG-S,ส่งดีดี-ไทรน้อย ใบชั่วคราว,2017-06-03,2017-06-01,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002915,SW-LPA,-70,VNG-S,ส่งดีดี-ไทรน้อย ใบชั่วคราว,2017-06-05,2017-06-01,คุณไกรฤกษ์
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002916,SW-LPA,-70,VNG-S,ส่งดีดี-ไทรน้อย ใบชั่วคราว,2017-06-05,2017-06-01,คุณวิรัช
บริษัท นีสเทิร์น อินดัสทรี่ จำกัด,Sales order,On order,1PB02NG150012302000,VSDP17002917,SW-LPA,-210,VNG-S,โคราช,2017-06-05,2017-06-01,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB01GG180012302450,VSDP17002918,SW-LPA,-20,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-06-06,2017-06-01,คุณวิรัช
บริษัท นีสเทิร์น อินดัสทรี่ จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002919,SW-LPA,-140,VNG-S,บริษัท นีสเทิร์น อินดัสทรี่ จำกัด,2017-06-07,2017-06-01,คุณวิรัช
บริษัท แกรนด์ดิส จำกัด,Sales order,On order,1PB02NG120012302450,VSDP17002921,SW-LPA,-10,VNG-S,บริษัท แกรนด์ดิส จำกัด,2017-06-12,2017-06-01,คุณวิรัช
บริษัท แกรนด์ดิส จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002921,SW-LPA,-50,VNG-S,บริษัท แกรนด์ดิส จำกัด,2017-06-12,2017-06-01,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB01GG120012302450,VSDP17002926,SW-LPA,-85,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-06-14,2017-06-01,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB01GG120012302450,VSDP17002927,SW-LPA,-85,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-06-16,2017-06-01,คุณวิรัช
บริษัท แกรนด์ดิส จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002928,SW-LPA,-210,VNG-S,บริษัท แกรนด์ดิส จำกัด,2017-06-06,2017-06-01,คุณวิรัช
บริษัท แกรนด์ดิส จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002929,SW-LPA,-140,VNG-S,บริษัท แกรนด์ดิส จำกัด,2017-06-10,2017-06-01,คุณวิรัช
บริษัท แกรนด์ดิส จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002930,SW-LPA,-420,VNG-S,บริษัท แกรนด์ดิส จำกัด,2017-06-15,2017-06-01,คุณวิรัช
บริษัท แกรนด์ดิส จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002931,SW-LPA,-910,VNG-S,บริษัท แกรนด์ดิส จำกัด,2017-06-20,2017-06-01,คุณวิรัช
บริษัท แกรนด์ดิส จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002933,SW-LPA,"-1,050.00",VNG-S,บริษัท แกรนด์ดิส จำกัด,2017-06-24,2017-06-01,คุณวิรัช
ห้างหุ้นส่วนจำกัด กุลวิชญ์ค้าไม้,Sales order,On order,1PB02NG090012302450,VSDP17002934,SW-LPA,-110,VNG-S,ส่งเมโทีท๊อปวู้ด (พระนั่งเกล้า),2017-06-03,2017-06-02,คุณวัชรชัย
บริษัท เอ็กซ์คลูซิฟ เฟอร์นิเจอร์ จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002943,SW-LPA,-140,VNG-S,ส่ง เอสวู้ดเมลามีนอาต -ใบชั่วคราว,2017-06-03,2017-06-02,คุณสุภาพ
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002945,SW-LPA,-140,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-06-05,2017-06-02,คุณวิรัช
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,4MBP2FS090012302450,VSDS17000591,SW-LMA,-220,VNG-S,ส่งเมโทรท๊อปวู้ด (พระนั่งเกล้า) - ใบชั่วคราว,2017-06-05,2017-06-02,คุณวัชรชัย
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,4MBP2FS150012302450,VSDS17000591,SW-LMA,-68,VNG-S,ส่งเมโทรท๊อปวู้ด (พระนั่งเกล้า) - ใบชั่วคราว,2017-06-05,2017-06-02,คุณวัชรชัย
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002958,SW-LPA,"-1,050.00",VNG-S,รับเอง พิชัยเฟอร์นิเจอร์ (ใช้ใบชั่วคราวส่ง),2017-06-05,2017-06-05,คุณวัชรชัย
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002961,SW-LPA,"-1,050.00",VNG-S,รับเอง พิชัยเฟอร์นิเจอร์ (ใช้ใบชั่วคราวส่ง),2017-06-05,2017-06-05,คุณวัชรชัย
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002962,SW-LPA,"-1,050.00",VNG-S,รับเอง พิชัยเฟอร์นิเจอร์ (ใช้ใบชั่วคราวส่ง),2017-06-05,2017-06-05,คุณวัชรชัย
หจก.พี.เอส.ซี.เฟอร์นิเจอร์,Sales order,On order,1PB02NG150012302450,VSDP17002964,SW-LPA,"-1,050.00",VNG-S,บางน้ำเปรี้ยว,2017-06-08,2017-06-05,คุณดำรงศักดิ์
หจก.พี.เอส.ซี.เฟอร์นิเจอร์,Sales order,On order,1PB02NG150012302450,VSDP17002965,SW-LPA,"-1,050.00",VNG-S,บางน้ำเปรี้ยว,2017-06-09,2017-06-05,คุณดำรงศักดิ์
ห้างหุ้นส่วนจำกัด กุลวิชญ์ค้าไม้,Sales order,On order,4MBP2FS090012302450,VSDS17000596,SW-LMA,-110,VNG-S,ส่งเมโทีท๊อปวู้ด (พระนั่งเกล้า),2017-06-12,2017-06-05,คุณวัชรชัย
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,1PB02NG090012302450,VSDP17002988,SW-LPA,-110,VNG-S,โกดังสยามวู๊ด,2017-06-07,2017-06-06,คุณวิรัช
บริษัท ลานนาไม้อัดไทย จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002997,SW-LPA,-70,VNG-S,โกดัง 2,2017-06-07,2017-06-06,คุณดำรงศักดิ์
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,1PB02GG190012302450,VSDP17003002,SW-LPA,-825,VNG-S,S-วู้ดเมลามีนอาร์ต ใบชั่วคราว,2017-06-09,2017-06-06,คุณวัชรชัย
บริษัท เมเจอร์ แปลน จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17003008,SW-LPA,-70,VNG-S,เมโทรพูลทรัพย์-ไทรน้อย,2017-06-07,2017-06-06,คุณวิรัช
บริษัท เมเจอร์ แปลน จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17003012,SW-LPA,-140,VNG-S,เมโทรพูลทรัพย์-ไทรน้อย,2017-06-09,2017-06-06,คุณวิรัช
บริษัท เมเจอร์ แปลน จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17003014,SW-LPA,-70,VNG-S,เมโทรพูลทรัพย์-ไทรน้อย,2017-06-16,2017-06-06,คุณวิรัช
บริษัท เมเจอร์ แปลน จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17003015,SW-LPA,"-1,050.00",VNG-S,เมโทรพูลทรัพย์-ไทรน้อย,2017-06-19,2017-06-06,คุณวิรัช
บริษัท เมเจอร์ แปลน จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17003016,SW-LPA,"-1,050.00",VNG-S,เมโทรพูลทรัพย์-ไทรน้อย,2017-06-21,2017-06-06,คุณวิรัช
บริษัท เมเจอร์ แปลน จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17003017,SW-LPA,-70,VNG-S,เมโทรพูลทรัพย์-ไทรน้อย,2017-06-22,2017-06-06,คุณวิรัช
บริษัท เมเจอร์ แปลน จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17003017,SW-LPA,-980,VNG-S,เมโทรพูลทรัพย์-ไทรน้อย,2017-06-22,2017-06-06,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,4MBP2FS160012302450,VSDS17000597,SW-LMA,-62,VNG-S,MK,2017-06-19,2017-06-06,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,4MBP2FS160012302450,VSDS17000598,SW-LMA,-124,VNG-S,MK,2017-06-21,2017-06-06,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,4MBP2FS160012302450,VSDS17000598,SW-LMA,-806,VNG-S,MK,2017-06-21,2017-06-06,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,4MBP2FS160012302450,VSDS17000599,SW-LMA,-930,VNG-S,MK,2017-06-23,2017-06-06,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,4MBP2FS190012302450,VSDS17000600,SW-LMA,-780,VNG-S,MK,2017-06-26,2017-06-06,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,4MBP2FS190012302450,VSDS17000601,SW-LMA,-780,VNG-S,MK,2017-06-28,2017-06-06,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,4MBP2FS190012302450,VSDS17000602,SW-LMA,-780,VNG-S,MK,2017-06-30,2017-06-06,คุณวิรัช
บริษัท เอส.บี.อุตสาหกรรมเครื่องเรือน จำกัด,Sales order,On order,1PB02GG150012302450,VSDP17003018,SW-LPA,-420,VNG-S,บางบัวทอง ** เช้า **,2017-06-07,2017-06-06,คุณดำรงศักดิ์
